recipe_id,ingredients,title,ingredients_parsed
l24r0fCyNUjXus2g9pqR,"['All Purpose Flour', 'Baking Powder', 'Baking Soda', 'Greek Yogurt', 'Sugar', 'Oil', 'Vanilla Extract']",Eggless Vanilla Cake,flour greek yogurt sugar
mAPocTfwiRsGf6KqRiEA,"['Oil', 'Garlic', 'Ginger', 'Birds Eye Chillies', 'finely chopped Onion', 'finely chopped Green Onions', 'finely chopped Celery', 'Carrot', 'finely chopped Bell Peppers', 'Peas', 'Corn', 'chopped Pineapple', 'Chilli powder', 'Coriander powder', 'Turmeric', 'Soy Sauce', 'Salt', 'White Pepper Powder', 'Cooked Rice', 'Spring Onions ']",Thai Pineapple Fried Rice,bird eye onion onion celery carrot pea pineapple soy rice onion
KkAMIDhkzG1uJbRQ4yLZ,"['Paneer', 'Chilli powder', 'Coriander powder', 'Chaat Masala', 'Kasuri methi', 'Salt', 'Coriander Chutney', 'Besan Gram flour', 'Rice Flour', 'Chilli Powder or Paprika', 'Hing Asafoetida', 'Salt', 'Ginger Garlic Paste', 'Baking soda', 'Water', 'Oil for Deep frying']",Paneer Pakora Recipe 2 Ways,paneer chaat masala kasuri methi chutney besan flour rice flour hing paste deep
Jc51T4kgPetGFX120VYT,"['Water', 'Tea Leaves', 'Green Cardamoms', 'Cloves', 'Cinnamon', 'Peppercorn', 'Sugar', 'Milk']",How to make Masala Chai,tea sugar milk
CQlBsFfgQRBnKbzRdide,"['Coconut Milk', 'Sugar', 'Cornflour', 'Vanilla Extract', 'Sugar']",Vegan Coconut Caramel Custard,coconut milk sugar cornflour sugar
xFAFVAEUI9mHizPK43MI,"['Jalapenos', 'Basil Leaves', 'Cashews', 'Parmesan', 'Salt', 'Olive Oil', 'Pasta', 'Salt', 'Olive Oil', 'Garlic', 'Bell Peppers', 'Cherry Tomatoes', 'Milk', 'Bread Crumbs', 'Parmesan cheese']",Spicy Baked Pasta in Jalapeno Pesto,jalapeno cashew parmesan pasta tomato milk bread parmesan cheese
0Mlc7QYH378PWlWGeOaX,"['fine Sooji', 'Atta', 'hot but not boiling Water', 'boiled and peeled Potatoes', 'boiled Kala Chana or Kabuli Chana', 'Black Salt', 'roasted Jeera Powder', 'Red Chilli Powder', 'chopped raw Mango/ 1 lime sized seedless Tamarind', 'Green Chillies or Serrano Peppers', 'fresh Pudina leaves', 'fresh Coriander leaves', 'Peppercorns', 'Jeera', 'Red Chilli Powder', 'Black Salt', 'Sugar', 'Adjust lime juice and black salt to taste', 'Soaked Boondi', 'Pudina leaves', 'Sweet Tamarind Chutney']",Easy Pani Puri,sooji atta but not boiled potato boiled kala chana kabuli chana jeera lime seedless serrano pudina jeera sugar adjust lime soaked boondi pudina chutney
rih7gu16548AMwXKHWnR,"['Oil', 'Garlic Cloves', 'finely chopped Ginger', 'finely chopped Onions', 'finely chopped Celery', 'Green Onions', 'Green Chillies', 'sliced Button Mushrooms', 'Shiitake Mushrooms', 'cooked white rice', 'light Soy Sauce', 'Rice Vinegar', 'White Pepper', 'Salt', 'toasted Sesame Oil']",Burnt Garlic Mushroom Fried Rice,onion celery onion button mushroom shiitake mushroom rice soy rice sesame
lYnBwvbl7oT4au7AsDl2,"[' Dark Chocolate ', 'Butter', 'Instant Coffee Powder', 'Heavy Whipping Cream', 'Vanilla Extract']",Eggless Chocolate Mousse,chocolate butter instant coffee cream
k93X8Mbk8Jwj4Ck4WNC1,"['Chicken Breasts', 'Curry Powder', 'Paprika', 'Salt', 'Olive Oil', 'chopped Celery', 'chopped Green Onions', 'chopped Coriander', 'Salt', 'Greek Yogurt', 'Honey', 'Water', 'Curry Powder', 'Garlic']",Curry Chicken Salad Sandwich,chicken breast curry celery onion greek yogurt curry
5cGEJ7SdbBvTrVJ0QtiZ,"['chicken thighs', 'olive oil', 'lemon', 'garlic paste', 'ginger paste', 'honey', 'cumin', 'chilli powder', 'cinnamon', 'coriander powder', 'oregano', 'turmeric', 'black pepper', 'salt', 'Pitas', 'Pickled Beetroot and Onions', 'Hummus', 'Garlic Mayo or Toum', 'Sliced tomatoes and cucumbers', 'Lemon Wedges', 'Coriander']",Chicken Shawarma made easily at home,chicken thigh lemon paste paste pita pickled beetroot onion hummus mayo toum tomato cucumber lemon
aT17L9KhGjogZF3c20QL,"['Sugar', 'Cayenne Pepper or Kashmiri Red Chilli Powder', 'Garlic', 'Soy Sauce', 'Salt', 'Vinegar', 'Water', 'Chilli Paste', 'Corn Flour', 'Water']",Thai Sweet Chili Sauce,sugar kashmiri soy paste flour
QuHXaRw7TkTvMDn7ARUF,"['Chickpeas', 'Garlic', 'Salt', 'Tahini', 'Cumin', 'Ice Cold Water', 'Lime Juice', 'Olive Oil ', 'Paprika']",How to make Hummus at home,chickpea tahini ice lime
jiAutV606qCNHaBtm0Dt,"['Mutton or Lamb', 'Turmeric', 'Ginger Paste', 'Salt', 'Water', 'Coconut Oil', 'Cloves', 'Cardamom pods', 'Cinnamon Stick', 'Green Chillies', 'Curry Leaves', 'Onion', 'Ginger', 'Carrot', 'Potatoes', 'Green Beans', 'Salt', 'ground Black Pepper', 'thin Coconut Milk', 'thick Coconut Milk']",Kerala Mutton Stew (Ishtu) With Coconut,mutton lamb paste coconut curry onion carrot potato bean coconut milk coconut milk
ixmd3qSTUPEsjpFtHWND,"['Unsalted Butter', 'Lemon', 'Castor Sugar', 'Egg', 'Vanilla Extract', 'All Purpose Flour / Maida', 'Salt', 'Baking Powder', 'Baking Soda', 'Blueberries', 'Yogurt', 'Sugar']",Lemon Blueberry Cake Bars,butter lemon castor sugar egg flour maida blueberry yogurt sugar
MFzIOqR2HUhkPaHnuz9c,"['Strawberries', 'Orange', 'Basil', 'Lime', ' Chardonnay', 'Tequila / Vodka / Brandy', 'Sparkling Water / Soda']",Strawberry Orange White Wine Sangria,strawberry orange lime chardonnay tequila vodka brandy sparkling
ZSwsSwKIRjiY1eW0yDUw,"['Digestive Biscuits', 'Butter', ' Gelatin / Agar Agar', 'Water', ' Cream Cheese', ' Cream', 'Mango', 'Icing Sugar']",Mini Mango Cheesecakes (Eggless and No Bake),digestive biscuit butter gelatin agar agar cream cheese cream mango icing sugar
AQDpdJme2R4zfxsNaT0J,"['Oil', 'Ginger ', 'Garlic ', 'Thai Curry Paste', 'Chicken ', 'Red Onion', 'Chicken Stock', 'Salt', 'Kaffir Lime Leaves', 'Fish Sauce', 'Palm Sugar / Jaggery / Coconut Sugar / Sugar', 'Coconut Milk', 'Broccoli Florets', 'Bell Peppers', 'Zucchini', 'Thai Basil / Holy Basil', 'Juice of Lime']",Instant Pot Thai Chicken Curry,curry paste chicken onion chicken stock kaffir lime fish palm sugar jaggery coconut sugar sugar coconut milk broccoli zucchini holy lime
kgGCkntMdLVIDAc3TRmh,"['Chicken lollipop', 'Soy sauce', 'Vinegar', 'Tomato ketchup', 'Red chilli powder', 'Garlic paste', 'Salt', 'Cornflour', 'All purpose flour', 'Rice flour', 'Egg', 'Ginger paste', 'Oil', 'Chicken Lollipops', 'Oil', 'Ginger', 'Garlic', 'Onions', 'Green Chillies', 'Schezwan Sauce', 'Light Soy Sauce', 'Vinegar', 'Tomato Ketchup', 'Sugar', 'Cornstarch / Cornflour ', 'Coriander', 'Spring Onions']",Drums of Heaven - Spicy and Saucy!,chicken lollipop soy tomato paste cornflour flour rice flour egg paste chicken lollipop onion schezwan soy tomato sugar cornflour onion
tkwUXi58cW91mM4MJsap,"['Coconut Oil ', 'Granulated Sugar', 'Coconut Milk ', 'Vinegar', 'Mango ', 'All Purpose Flour', 'Cornstarch', 'Baking Powder', 'Baking Soda', 'Salt', 'Whipped Cream', 'Mango', 'Coconut']",Eggless Mango Cake - soft and moist!,coconut granulated sugar coconut milk mango flour whipped cream mango coconut
wdkj7v3ALHZOTUiyzqkb,"['Butter', 'Dark Chocolate', 'Eggs', 'Sugar', 'Salt', 'Vanilla Extract', 'Cocoa Powder', ' Chickpea Flour (Besan)', 'Instant Coffee Powder', 'Chocolate Chips']",Chickpea Flour Brownies (Besan Brownies - naturally gluten free),butter chocolate egg sugar chickpea flour instant coffee chocolate chip
2kFweGOf3fjlV0BOrXFd,"['All Purpose Flour', 'Baking Soda', 'Sugar', 'Salt', 'Yogurt', 'Water', 'Oil', 'Pizza Sauce', 'Mozzarella', 'Olive Oil', 'Onion', 'Mushroom', 'Bell pepper']",No Yeast Pizza on the stovetop (Magic Dough),flour sugar yogurt pizza mozzarella onion mushroom
Wz74bQq2ELsNvtHhB8wx,"['All Purpose Flour', 'Baking Soda', 'Sugar', 'Salt', 'Yogurt', 'Water', 'Oil', 'Garlic', 'Sesame Seeds']",Instant No Yeast Naan in 30 minutes,flour sugar yogurt sesame
DBks9V2TP9VNk2ftqrxI,"['Chicken Breast', 'Chilli Powder', 'Pepper Powder', 'Salt', 'Olive Oil', 'Fresh Herbs', 'Olive Oil', 'Water', 'White Vinegar', 'Garlic Cloves', 'Salt', 'Pepper', 'Cooked Pearl Barley', 'Chopped Vegetables', 'Chopped Lettuce']",Barley Chicken Salad with Herb Vinaigrette,chicken breast pearl barley vegetable lettuce
n8tAOcyCIaxZapATEk5r,"['Basmati Rice', 'Water', 'Basmati Rice', 'Water', 'Basmati Rice', 'Water', 'Oil']",How to cook Basmati Rice 3 ways,rice rice rice
Y69kLvUW4hxjTkXmYjlh,"['Chicken ', 'Yogurt', 'Salt', ' Black Pepper', 'Ghee', 'Onions', 'Cashew nuts', 'Garlic cloves', 'Ginger', 'Green Chillies / Serrano Peppers', 'Cardamom Pods', 'Bayleaf', 'Cloves', 'Cinnamon stick', 'Coriander Powder', 'Chilli Powder / Cayenne Pepper', 'Garam Masala Powder', 'Cream', 'Salt']",Easy Chicken Korma made at home!,chicken yogurt onion cashew serrano bayleaf masala cream
B3pbPNTOjMEL6Bg7C9en,"['All-Purpose Flour', 'Baking Powder', 'Salt', 'Unsalted Butter', 'Sugar', 'Orange Zest', 'large Eggs', 'Buttermilk', 'Orange Juice']",Orange Buttermilk Pound Cake,flour butter sugar orange egg buttermilk orange
fv9iE5qQfGKvbuHMbBBl,"['French Loaf Bread', 'Pizza Sauce', 'Mushroom', 'Onion', 'Bell pepper', 'Mozzarella', 'Salt', 'Pepper']",French Bread Pizza Toasts,bread pizza mushroom onion mozzarella
477oK8MmyXFa01rnCBq5,"['Oil', 'Cumin Seeds', 'Coriander Powder', 'Red Chilli Powder', 'Turmeric Powder', 'Amchoor Powder', 'Salt', 'Potatoes', 'Onions']",Quick Aloo Pyaz Sabzi (Potato Fry),amchoor potato onion
UWK0cAjyXZx35xkkyQw9,"['Atta / Wholemeal Wheat Flour', 'Water', 'Ghee ']",Soft Rotis - How to make them at home,atta wholemeal wheat flour
QixbXwREFHGcME3tAeuM,"['All purpose flour', 'Castor Sugar', 'Cocoa Powder', 'Baking Soda', 'Salt', 'Milk', 'Vegetable Oil', ' Milk chocolate', 'Icing Sugar ']",Eggless Chocolate Mug Cake,flour castor sugar milk vegetable milk chocolate icing sugar
gXZEt4pMe38bzw2pv9PQ,"['Tur Dal', 'Tomatoes', 'Turmeric Powder', 'Salt', 'Butter', 'Ghee', 'Mustard Seeds', 'Cumin Seeds', 'whole Garlic Cloves', 'Curry Leaves', 'Green Chillies', 'Whole dried Red Chillies', 'Chilli Powder / Cayenne Pepper', 'Juice of 1 Lime', 'Chopped Coriander / Cilantro']",Dhaba Style Dal Fry,tur dal tomato butter curry lime
Nsn4dzvcERTdX8JZJkHZ,"['Oil', 'Cumin seeds', 'Green Chilli', 'Ginger-Garlic paste', 'Onions', 'Tomato Ketchup', 'Tomato Puree', 'Red Chilli powder', 'Turmeric ', 'Green Bell pepper', 'Red Bell pepper', 'Yellow Bell pepper', 'Roma Tomato', 'Baby corn', 'Carrots', 'French Beans', 'Cauliflower Florets', 'Sweet Corn kernels', 'Paneer', 'Salt ', 'Garam masala', 'Nutmeg', 'Green Cardamom', 'Kasuri Methi', 'Fresh Coriander']",Vegetable Jalfrezi,paste onion tomato tomato puree tomato carrot bean cauliflower kernel paneer masala kasuri methi
sEsfuVL6oL56qOdPRMoO,"['Ghee', 'Ginger', 'Garlic', 'Green chilli', 'Red onion', 'Tomatoes', 'Turmeric powder', 'Red chilli powder', 'Kitchen king masala', 'Salt', 'Button mushrooms', 'Eggs', 'Butter', 'Cheese', 'Fresh coriander']",Street Style Egg Bhurji,onion tomato kitchen king masala button mushroom egg butter cheese
4DW2U9GKlOlzkdKrZsdS,"['Coconut oil', 'Mustard seeds', ' Ginger', 'Green chillies / serrano peppers', 'Curry leaves', 'Onions', 'Cabbage', 'Potatoes', 'Turmeric powder', 'Red chilli powder / paprika', 'Coriander powder', 'Salt', 'Green peas', 'Coconut']",Potato Cabbage Fry (Patta gobhi aloo sabzi),coconut serrano curry onion cabbage potato pea coconut
8EtZg9osvFKkj4cxiQ6p,"['Oil', 'Onion', 'Ginger', 'Cinnamon', 'Star anise', 'Cloves', 'Coriander seeds', 'Unsalted vegetable stock', 'Soy sauce', 'Carrots', ' Flat rice noodles', 'Water', 'Tofu', 'Hoisin sauce', 'Sriracha', 'Button mushrooms', 'Bok choy / Chinese cabbage / Broccoli', 'Scallions or green onions', 'Thai red chillies', 'Lime', 'Bean sprouts', 'Cilantro / thai basil / mint', 'To Serve-', 'Hoisin sauce', 'Sriracha']",Vegetarian Pho Soup,onion star vegetable stock soy carrot rice noodle tofu hoisin sriracha button mushroom bok choy chinese cabbage broccoli scallion onion lime bean sprout hoisin sriracha
MXAQDjwc8MQBLeGETOxu,"['Chicken lollipop', 'Soy sauce', 'Vinegar', 'Tomato ketchup', 'Red chilli powder', 'Garlic paste', 'Salt', 'Cornflour', 'All purpose flour', 'Rice flour', 'Egg', 'Ginger paste', 'Oil ']",Chicken Lollipop made at home - so easy!,chicken lollipop soy tomato paste cornflour flour rice flour egg paste
42StssmCXSwZcpQAwb8h,"['Oil', 'Ginger', 'Garlic', 'Celery', 'Spring onions', 'Green beans', 'Carrots', 'Mushrooms', 'White rice', 'Dark soy sauce', 'Rice vinegar', 'Sesame oil', 'White pepper powder', 'Salt', 'Eggs', 'Spring onions']",Egg Fried Rice - Same restaurant style taste!,celery onion bean carrot mushroom rice soy rice sesame egg onion
8r7eKgOKTkWsuxCwHcD0,"['Lamb Shoulder', 'Yogurt', 'Turmeric', 'Salt', 'Oil', 'Onion', ' Garlic', 'Ginger', 'Green Chillies / Serrano Peppers', 'Meat Masala', 'Red Chilli Powder', 'Coriander Powder', 'Garam Masala Powder', 'Fennel', 'Salt', 'Tomato Puree', 'Water', 'Coriander / cilantro']",Slow Cooker Lamb Curry,lamb yogurt onion serrano meat masala masala tomato puree
OL30Nfu3m1s1ILcGqfS2,"['Olive Oil', 'Garlic cloves', 'Onion', 'Corn Kernels', 'Mushrooms', 'Zucchini', 'Tomatoes', 'Vegetable Broth / Water', 'Tomato Paste', 'Red Bell Pepper', 'Broccoli ', 'Salt', 'Italian Herb seasoning mix', 'Red Pepper Flakes', 'Black Pepper', 'Short Pasta', 'Cheddar Cheese', 'Parmesan', 'Parsley']",One Pot Vegetable Pasta,onion kernel mushroom zucchini tomato vegetable broth tomato paste broccoli short pasta cheddar cheese parmesan
9O4wFwynPC03SMrbFlLk,"['All Purpose Flour', 'Sugar', 'Salt', 'Active Dry Yeast', 'Whole Egg', 'Whole Milk', 'Butter', 'Mozzarella', 'Pepperoni slices', 'Egg / milk', 'Assorted seeds']",Pepperoni Cheese Bombs with the softest buns!,flour sugar yeast egg milk butter mozzarella pepperoni egg milk assorted
WtMQuuswnd1YAlPl1kXR,['Heavy Cream / Malai / Cream from Milk'],How to make Ghee at home,cream malai cream milk
reFLzkYO4n5TPKxczQZk,"['Pumpkin', 'Onions', 'Garlic', 'Almonds', 'Cashew nuts', 'Honey', 'Olive oil', 'Rosemary', 'Salt', 'Pepper', 'Milk', 'Stock / water']",Creamy Roasted Pumpkin Soup with Rosemary,pumpkin onion cashew milk stock
6yL3T5otvxJF6cSEO9rO,"['Oil', 'Jeera or Cumin Seeds', 'Onion', 'Ginger Garlic Paste', 'Tomatoes', 'Red Chilli Powder', 'Coriander Powder', 'Turmeric Powder', 'Greek Yogurt or Hung Curd', 'Kasuri Methi ', 'Garam Masala Powder', 'Paneer', 'par boiled Green Peas', 'Salt to taste']",Creamy Matar Paneer Curry,jeera onion paste tomato greek yogurt hung curd kasuri methi masala paneer par boiled pea
MHS64WSXcbZxFPn9wJY3,"['Full Fat Milk', 'Lemon juice / Vinegar']",How To Make Homemade Paneer (Cottage Cheese) In 15 Minutes,full milk lemon
k8cyi34IllNTlpnHA30n,"['Baby Potatoes', 'Vegetable Oil', 'Cumin Seeds', 'Green Chilli / Serrano Pepper', 'Chilli Powder / paprika', 'Coriander Powder', 'Turmeric Powder', 'Raw mango Powder', 'Garam Masala', 'Salt to taste', 'Chopped Coriander Leaves for topping', 'Mayonnaise', 'Yogurt', 'Milk', 'Dijon Mustard', ' Parsley', 'Of salt and pepper']",Bombay Potatoes (Chatpate Masala Aloo),potato vegetable serrano mango masala topping mayonnaise yogurt milk
jl21Rc7uLGAm60d9ious,"['Quinoa', 'Water', 'Salt', 'Red Bell pepper', ' Black Pepper', 'Olive Oil', 'Cauliflower Florets', 'Curry Powder', 'Paprika', 'Cumin Powder', 'Lemon Juice', 'Lemon Zest', 'Salt', 'Olive Oil', 'Tahini', 'Dijon Mustard', 'Honey', 'Lemon Juice', 'Pepper ', 'Salt', 'Water']",Curried Roasted Cauliflower Bowl + Tahini Sauce-3,quinoa cauliflower curry lemon lemon tahini lemon
kSlPTVtx9wmLPcuqEC6q,"['Butter', 'Olive Oil', 'Onions', 'Celery', 'Carrots', 'Garlic', ' Green Beans', 'Mushrooms', 'Broccoli Florets', 'Corn Kernels', 'Thyme', 'Oregano', 'All Purpose Flour', 'Whole Milk', 'Salt and Pepper to taste']",Homemade Creamy Vegetable Soup,butter onion celery carrot bean mushroom broccoli kernel flour milk
WivBwFYS8vmkhdTpbef7,"['Olive oil', 'Garlic', ' Ginger', ' Onion', 'Celery', 'Carrots', 'Cabbage', 'Capsicum', 'Tomatoes', 'Salt', 'Vegetable Stock', 'Dried Oregano', 'Fresh Basil leaves', 'Red Chilli flakes', 'Pepper', 'Parsley ']",Detox Cabbage Soup,onion celery carrot cabbage capsicum tomato vegetable stock
BG9FN1twa0YqDYCULxt5,"['Dark rum', 'Chopped dried fruits and nuts', 'Chopped candied orange peel', 'All purpose flour', 'Cocoa powder', 'Baking powder', 'Cinnamon powder', ' Nutmeg', 'Salt', 'Dark brown sugar', ' Butter', 'Almond extract ', 'Eggs']",Last Minute Plum Cake (Christmas Fruit Cake),rum fruit candied orange peel flour sugar butter egg
2J0iZoPtgaamQTQRuZ2s,"['Button Mushrooms', 'Garlic', ' Thyme', 'White Wine', 'Heavy Cream', 'Parmesan', 'Vegetable Stock']",Creamy Parmesan Mushroom Sauce,button mushroom wine cream parmesan vegetable stock
YIGGp5W6IyPWx1Sk5M4f,"['All Purpose Flour / Maida', 'Cocoa Powder', 'Baking Powder', 'Baking Soda', 'Salt', 'Milk', 'Vinegar', ' Butter', 'Powdered Sugar', 'Greek Yogurt / Hung Curds', 'Vanilla Extract', 'Chocolate Ganache', 'Dark Chocolate', 'Fresh Cream']",Eggless Chocolate Cake - So soft and moist!,flour maida milk butter powdered sugar greek yogurt hung curd chocolate ganache chocolate cream
3ezleBuz7520S4XlLAZ2,"['Chicken ', 'Onions', 'Garlic', 'White wine', 'Orange slices', 'Salt', 'Sugar', 'Orange juice', 'Water', 'Sprig rosemary', ' Pepper', 'Butter', ' Garlic', 'Orange zest', 'Rosemary', 'Salt', 'Pepper']",Roasted Spatchcock Chicken with Orange Rosemary,chicken onion wine orange sugar orange butter orange
eOaggIyb8s0gSwpAxJSm,"['Oil', 'Butter', 'White onion', 'Button mushrooms', 'Carrots', ' Celery', 'Garlic cloves', 'Bayleaf', 'Red wine', 'Dried shiitake mushrooms / porcini mushrooms', 'Rosemary sprig', 'Water', 'Corn flour ', 'Salt']",Vegetarian Gravy with Mushrooms,butter onion button mushroom carrot celery bayleaf wine shiitake mushroom porcini mushroom flour
Q3aA2Mz65sN0FNxrBdNl,"['Carrots', 'Green Beans', 'Cabbage', 'Garlic', 'Ginger', 'Sichuan sauce', 'White Pepper Powder', 'Salt', 'Corn flour', 'All purpose flour / Maida', 'Oil ']",Crispy Veg Nuggets with Sichuan Sauce,carrot bean cabbage sichuan flour flour maida
X7e3nk5S12DGOrvPFMMr,"['Vegetable Oil', 'dried Red Chillies', 'Ginger', 'Garlic', 'Celery', 'Carrots', 'Assorted dried or fresh Mushrooms', 'Dark Soy Sauce', 'Light Soy Sauce', ' Firm Tofu', 'Cornstarch', 'Ramen noodles', 'Egg', 'Rice Vinegar', 'White Pepper powder', 'Salt', 'Toasted Sesame Oil']",Chinese Hot and Sour Soup with Ramen,vegetable celery carrot assorted mushroom soy soy tofu ramen noodle egg rice sesame
yspVD8VuUVQTRdJK5Y0v,"['Olive Oil', 'Garlic cloves', 'Onion', 'Carrot', 'Tomatoes', 'Tomato Puree', 'Water', 'Bay Leaf', 'Thyme ', 'Oregano', 'Dried Chilli flakes', 'Sugar', 'Salt and pepper', 'Olive Oil', 'Onion', 'Garlic cloves', 'Red Bell Pepper', 'Button Mushrooms', ' Zucchini', 'Salt and pepper', ' Spinach', 'Ricotta', 'Parmesan', 'Fresh Cream', ' Salt and Pepper', 'no boil Lasagne sheets', 'Mozzarella']",Easy Vegetarian Lasagna,onion carrot tomato tomato puree sugar onion button mushroom zucchini spinach ricotta parmesan cream no boil lasagne sheet mozzarella
S6PNuWKCxZY3J0G78zfs,"['Bhindi / Lady Finger / Okra', 'Mustard Oil', 'Ginger', 'Garlic', 'Jeera / Cumin seeds', 'Red Chillies', 'Green Chillies', 'Onions', 'Tomatoes', 'Coriander Powder', 'Kashmiri Chilli Powder / Paprika', 'Turmeric Powder', 'Amchoor / Dry Mango Powder', 'Salt', 'Coriander / Cilantro']",Easy Bhindi Masala,bhindi lady finger okra jeera onion tomato kashmiri amchoor mango
StORPqIfhdX0mn2Y3Pie,"['Heirloom Tomatoes', 'Carrots', 'Onion', 'Roma Tomatoes', 'Garlic Cloves', 'Olive Oil', 'Salt', 'Red Chilli Flakes', 'Pepper', 'Vegetable Stock', 'Sugar', 'Balsamic Vinegar', 'Basil Pesto']",Tomato Pesto Soup,heirloom tomato carrot onion tomato vegetable stock sugar pesto
9tTiXCCeU0l5UkbsCPTT,"['Oil', 'Garlic', 'Thai Red Chillies', 'Onions', 'Chicken', 'Dark Soy Sauce', 'Fish Sauce', 'Oyster Sauce', 'Sugar', 'Thai Basil']",Easy Thai Basil Chicken - Only 15 minutes!,onion chicken soy fish oyster sugar
tglTXXGU3it8WvbqOm8N,"['Chicken Breasts', 'Garlic paste', 'Stalks Asparagus', 'Cream Cheese', 'Butter', 'Olive Oil', 'Marinara Sauce', 'Mozzarella', 'Salt and Pepper to taste']","Asparagus Stuffed Chicken Parmesan (Keto, Gluten Free, 30 Min)",chicken breast paste asparagus cream cheese butter mozzarella
VmgufzONH01j5EfDyuic,"['Milk', 'Tea leaves', 'Cinnamon stick', 'Cardamom', 'Nutmeg', 'Fresh cream', 'Sugar', 'Black pepper', 'Vanilla extract', 'Gelatine', 'Water']",Masala Chai Panna Cotta,milk tea cream sugar gelatine
EOtOu4PKjBsGUb5P3Smw,"['Bhindi', 'Besan', 'Corn Flour', 'Cumin Powder', 'Chilli Powder', 'Ginger Garlic paste', 'Oil', 'Lemon Juice', 'Chaat Masala', 'Salt']",Baked Kurkuri Bhindi,bhindi besan flour paste lemon chaat masala
eMxZmpoXf9ZdFl1RB4Mh,"['Potatoes', 'Ghee ', 'Cumin powder', 'Chaat masala', 'Red chilli powder', 'Dry mango powder / amchur', 'Rock salt', 'Salt', 'Lime juice', 'Sweet tamarind chutney', ' Onion', 'Coriander ', 'Nylon sev']",Easy Aloo Chaat - Delhi Style,potato chaat masala mango amchur rock lime chutney onion nylon sev
uXxM6XAuXE0DKf0KIqVa,"['Full cream Milk', 'Rice', 'Condensed Milk', 'Cardamom Powder', ' Saffron', 'Raisins', 'Cashew / Almonds / Pistachios']",Rice Kheer,full cream milk rice milk raisin cashew pistachio
r577ZaUYSi3BBRkaugi3,"['All Purpose Flour', 'Curd', 'Water', 'All Purpose Flour', 'Water', 'Sugar', 'Water', 'Milk', 'Lime juice', 'Saffron', 'Ghee']",Homemade Jalebi - Thin and Crispy,flour curd flour sugar milk lime
3EUtXwVFUGEmFw2Sywfm,"['Zucchini', 'Egg', 'Sugar', 'Oil', 'All Purpose Flour', 'Cornflour', 'Milk Powder', 'Salt', 'Baking Powder', 'Baking Soda', 'Lemon Juice', 'Lemon', 'Black Poppy Seeds']",Lemon Zucchini Bread,zucchini egg sugar flour cornflour milk lemon lemon poppy
QkIYJM2Tr2XjTad0Yfit,"['Butter', 'Jalapenos', 'Flour', 'Milk', 'Italian seasoning', 'Pepper', 'Water', 'Elbow Macaroni', 'Cheese – grated', 'Salt']",Easy Stovetop Jalapeno Mushroom Mac and Cheese,butter jalapeno flour milk elbow macaroni cheese
py4WMEkfxiV3MP4Ww4aX,"['Basmati Rice', 'Ghee / Oil', 'Cumin Seeds / Jeera', 'Asafoetida / Hing', 'Fenugreek Seeds / Methi dana', 'Mustard Seeds / Rai', 'Nigella Seeds / Kalonji', 'Fennel / Saunf', 'Bay leaf', 'Green Cardamoms', 'Cinnamon Sticks', 'Onions', 'Ginger - Garlic Paste', 'Chickpeas or Kabuli Chana', ' Potato', 'Carrot', 'Cauliflower Florets', 'Tomato', 'Turmeric powder or Haldi', 'Chili powder', 'Salt', 'Garam Masala', 'Kasuri Methi', 'Coriander']",Kabuli Chana Pulao,rice jeera hing fenugreek methi dana rai nigella kalonji saunf onion paste chickpea kabuli chana potato carrot cauliflower tomato haldi masala kasuri methi
BabnKrIXGBAdTXDdxfH7,"['Angel Hair Pasta', 'Salt', 'Olive Oil', 'Garlic', 'Cherry Tomatoes', 'Fresh Basil Leaves', 'Butter', 'Fresh mozzarella / Bocconcini']",Tomato Basil Pasta (15 minutes),angel hair pasta tomato butter mozzarella bocconcini
O5064hPJh88p8GAO2fp3,"['Bread Crumbs', 'Egg', 'Oregano', 'Paprika', 'Garlic Cloves', 'Parmesan', 'Ground Chicken', 'Salt to taste', 'Olive Oil', 'Olive Oil', 'Butter', 'Garlic Cloves', 'Onions', 'Mushrooms', 'Flour', 'Low sodium Chicken Broth', 'Dried Rosemary', 'Dried Parsley', 'Paprika', 'Salt and Pepper to taste', 'Heavy Cream']",Creamy Chicken Meatballs in Mushroom Sauce,bread egg parmesan chicken butter onion mushroom flour chicken broth cream
haVWvYN8hew7pMh5FMj8,"['Mexican Corn Fritters', 'Besan / Chickpea Flour', 'Cornflour', 'Salt', 'Chilli Powder / Paprika', 'Sugar', 'Eggs', 'Lime Juice', 'Lemon', 'Cheddar Cheese', 'Jalapeno', 'Spring Onions', 'Fresh Cream', 'Sweet Corn Kernels', ' Fresh Coriander ', 'Canola ', 'Cheddar Dipping Sauce', 'Mayonnaise', 'Sour Cream', 'Lemon Juice', ' Cheddar Cheese', ' Fresh Coriander', ' Salt']",Mexican Corn Fritters,mexican fritter besan chickpea flour cornflour sugar egg lime lemon cheddar cheese jalapeno onion cream kernel cheddar dipping mayonnaise cream lemon cheddar cheese
